household_id,country,urban_rural,income_decile,age_head_band,household_size,dwelling_type,dwelling_age_band,building_efficiency_class,heating_fuel,annual_income_eur,annual_energy_spend_eur,is_energy_burdened
2952,PT,suburban,1,35-65,2,apartment,<20yr,C,wood,9144.75,1485.06,1
2953,IT,rural,8,>65,3,apartment,20-50yr,E,gas,32566.9,920.43,0
2954,LV,urban,2,<35,3,apartment,20-50yr,D,district,11753.37,1814.26,1
2955,ES,rural,10,<35,2,apartment,<20yr,G,gas,70787.26,682.52,0
2956,IT,suburban,9,>65,3,house,20-50yr,C,wood,44444.49,478.85,0
2957,IT,urban,7,35-65,3,other,>50yr,G,electric,33049.62,1173.0,0
2958,IT,urban,8,35-65,1,house,<20yr,D,gas,44497.61,483.99,0
2959,IT,urban,8,35-65,3,house,20-50yr,B,gas,25322.74,439.97,0
2960,LV,rural,9,35-65,2,house,>50yr,C,wood,47769.83,598.34,0
2961,PT,urban,6,35-65,7,house,20-50yr,F,electric,30596.87,2234.09,0
2962,LV,urban,7,35-65,2,house,>50yr,F,gas,26737.46,1596.35,0
2963,IT,suburban,5,35-65,2,house,<20yr,A,gas,24564.84,242.87,0
2964,ES,suburban,7,<35,5,apartment,>50yr,D,oil,29976.63,689.52,0
2965,IT,urban,4,>65,3,apartment,<20yr,D,gas,13577.12,977.76,0
2966,ES,rural,2,<35,3,house,20-50yr,E,gas,12385.02,1778.8,1
2967,IT,suburban,10,>65,1,house,>50yr,E,oil,54921.26,569.82,0
2968,IT,rural,7,<35,3,apartment,20-50yr,F,gas,29667.25,875.86,0
2969,ES,urban,8,<35,2,other,20-50yr,C,gas,39663.67,362.36,0
2970,IT,urban,3,<35,3,apartment,>50yr,B,electric,12142.1,783.51,0
2971,ES,suburban,8,<35,2,house,>50yr,C,electric,40418.59,516.84,0
2972,PT,urban,6,35-65,2,other,20-50yr,G,electric,21802.77,1374.87,0
2973,IT,suburban,1,35-65,2,apartment,<20yr,E,gas,10037.96,1855.18,1
2974,LV,urban,10,>65,4,other,20-50yr,C,electric,65247.65,1159.18,0
2975,ES,suburban,10,35-65,2,house,>50yr,F,gas,69269.29,866.73,0
2976,PT,rural,9,35-65,1,house,<20yr,E,electric,46101.1,741.56,0
2977,PT,rural,5,35-65,1,other,20-50yr,D,gas,19706.84,852.3,0
2978,PT,rural,3,>65,4,house,<20yr,A,gas,12565.15,1014.6,0
2979,PT,rural,1,<35,3,apartment,<20yr,F,electric,7116.06,3107.31,1
2980,LV,urban,8,35-65,2,house,20-50yr,F,gas,35079.96,1413.85,0
2981,ES,urban,9,<35,4,apartment,20-50yr,C,district,38793.5,408.71,0
2982,IT,rural,2,<35,1,apartment,<20yr,C,district,11549.29,722.87,0
2983,IT,rural,7,35-65,4,apartment,<20yr,C,gas,26586.15,567.23,0
2984,ES,rural,1,<35,5,apartment,<20yr,E,oil,7287.16,2241.6,1
2985,IT,suburban,8,<35,2,house,<20yr,C,electric,34000.87,424.67,0
2986,IT,urban,1,>65,2,other,<20yr,D,gas,7120.78,2187.48,1
2987,IT,rural,10,<35,3,other,>50yr,D,gas,52248.09,465.49,0
2988,ES,rural,2,35-65,3,apartment,<20yr,G,district,12006.77,2300.82,1
2989,IT,suburban,5,35-65,3,house,20-50yr,D,gas,18392.39,789.21,0
2990,ES,rural,7,>65,4,house,20-50yr,D,electric,25043.98,1016.99,0
2991,PT,suburban,9,35-65,2,apartment,>50yr,D,electric,41865.68,892.42,0
2992,PT,rural,4,<35,1,house,20-50yr,F,gas,14751.16,1107.02,0
2993,IT,urban,10,>65,1,apartment,>50yr,G,electric,67210.17,1070.96,0
2994,ES,rural,1,35-65,1,other,20-50yr,G,district,7204.04,1967.17,1
2995,ES,urban,5,35-65,1,apartment,<20yr,D,gas,21152.04,762.49,0
2996,ES,urban,10,35-65,2,house,<20yr,D,gas,58875.88,450.01,0
2997,PT,urban,3,35-65,4,house,<20yr,D,gas,11585.35,2057.92,1
2998,IT,suburban,6,35-65,2,house,>50yr,F,wood,22024.79,749.24,0
2999,LV,urban,5,35-65,3,apartment,20-50yr,E,electric,19106.35,1637.68,0
3000,IT,rural,4,<35,4,apartment,>50yr,D,electric,19679.43,819.83,0
3001,PT,suburban,8,35-65,2,other,>50yr,E,wood,47382.39,757.0,0
3002,ES,rural,6,>65,1,apartment,>50yr,C,district,33025.03,597.5,0
3003,IT,urban,8,35-65,4,apartment,20-50yr,E,gas,43576.37,860.04,0
3004,PT,urban,6,>65,2,other,>50yr,C,wood,20756.83,719.08,0
3005,IT,suburban,10,<35,1,house,20-50yr,D,gas,48224.51,397.45,0
3006,PT,suburban,5,35-65,1,house,<20yr,B,gas,25858.57,616.75,0
3007,ES,suburban,8,>65,1,apartment,20-50yr,C,gas,45256.76,469.03,0
3008,IT,rural,7,35-65,2,apartment,>50yr,C,gas,33803.17,567.51,0
3009,IT,rural,9,<35,2,house,>50yr,F,wood,48524.55,547.68,0
3010,PT,suburban,9,35-65,5,apartment,20-50yr,E,electric,40319.72,1333.37,0
3011,IT,rural,3,<35,4,apartment,>50yr,E,electric,18110.25,1416.43,0
3012,LV,suburban,4,35-65,6,apartment,20-50yr,D,gas,15682.48,1782.46,1
3013,PT,suburban,4,>65,2,house,20-50yr,G,gas,13744.25,1745.46,1
3014,PT,urban,5,35-65,5,apartment,20-50yr,G,district,23682.04,2065.79,0
3015,IT,urban,5,<35,2,house,<20yr,E,wood,19242.19,538.22,0
3016,PT,urban,1,35-65,5,apartment,20-50yr,E,electric,6584.09,4385.25,1
3017,LV,suburban,9,35-65,1,apartment,>50yr,F,gas,49052.97,956.04,0
3018,IT,suburban,9,35-65,1,other,>50yr,F,gas,32686.36,623.22,0
3019,IT,urban,7,<35,3,other,20-50yr,C,district,32115.75,419.58,0
3020,IT,suburban,4,35-65,4,house,<20yr,E,gas,16366.03,998.08,0
3021,ES,urban,9,<35,5,other,<20yr,C,gas,54674.88,513.79,0
3022,PT,urban,3,35-65,4,apartment,>50yr,F,oil,14994.02,3008.53,1
3023,ES,rural,4,35-65,3,apartment,20-50yr,E,district,20558.54,878.36,0
3024,ES,urban,10,<35,5,apartment,20-50yr,G,gas,46743.56,999.22,0
3025,IT,urban,10,35-65,2,apartment,<20yr,B,wood,42658.37,288.74,0
3026,IT,suburban,6,35-65,1,house,<20yr,E,gas,23677.67,720.55,0
3027,IT,urban,2,35-65,4,house,>50yr,F,oil,12057.1,2533.31,1
3028,LV,suburban,2,35-65,2,apartment,20-50yr,G,gas,11118.25,3533.19,1
3029,ES,rural,10,35-65,4,apartment,20-50yr,G,wood,65362.47,936.19,0
3030,ES,suburban,3,35-65,1,other,20-50yr,C,oil,15195.83,830.57,0
3031,PT,suburban,7,>65,1,house,20-50yr,G,district,25630.5,1408.55,0
3032,IT,urban,4,>65,1,apartment,<20yr,G,electric,18763.2,1717.2,0
3033,IT,suburban,5,<35,2,apartment,<20yr,G,wood,21548.66,732.83,0
3034,IT,urban,10,>65,2,apartment,>50yr,E,electric,66550.22,882.61,0
3035,LV,urban,6,35-65,1,apartment,20-50yr,F,electric,21757.78,1265.44,0
3036,PT,rural,5,<35,2,apartment,20-50yr,B,gas,19011.34,525.13,0
3037,ES,urban,5,35-65,2,apartment,20-50yr,C,wood,22288.22,397.96,0
3038,IT,suburban,3,<35,4,apartment,20-50yr,B,electric,17307.25,780.47,0
3039,IT,urban,6,35-65,3,apartment,20-50yr,E,electric,24263.54,1069.7,0
3040,ES,rural,6,>65,1,apartment,>50yr,G,oil,27340.13,1157.92,0
3041,ES,urban,1,35-65,2,apartment,20-50yr,E,wood,8042.38,1365.75,1
3042,LV,urban,5,35-65,4,apartment,>50yr,D,electric,20866.73,1299.74,0
3043,PT,rural,7,<35,1,house,20-50yr,F,electric,35658.24,902.37,0
3044,ES,suburban,1,35-65,3,house,<20yr,E,electric,8132.93,2920.93,1
3045,PT,rural,10,>65,2,apartment,<20yr,D,electric,51467.44,1017.66,0
3046,LV,urban,9,<35,1,apartment,20-50yr,E,electric,39882.88,898.85,0
3047,ES,suburban,7,35-65,2,house,20-50yr,E,wood,28649.46,557.96,0
3048,ES,rural,1,35-65,3,apartment,>50yr,E,wood,7211.2,1815.49,1
3049,LV,suburban,6,35-65,6,house,<20yr,F,electric,24123.54,2570.5,1
3050,IT,suburban,9,35-65,5,other,20-50yr,D,gas,43381.23,801.28,0
3051,LV,urban,1,35-65,5,apartment,<20yr,D,gas,8351.6,3063.83,1
3052,IT,suburban,8,35-65,1,apartment,20-50yr,E,wood,31054.3,541.0,0
3053,ES,rural,9,35-65,3,apartment,20-50yr,G,district,40371.14,816.11,0
3054,PT,suburban,1,35-65,3,house,<20yr,D,gas,7566.22,2191.54,1
3055,ES,rural,3,35-65,1,apartment,20-50yr,F,district,12485.35,1147.87,0
3056,ES,suburban,8,35-65,2,house,20-50yr,E,gas,33003.3,734.06,0
3057,ES,suburban,10,>65,5,apartment,>50yr,A,district,62956.43,346.02,0
3058,IT,urban,8,<35,3,house,>50yr,D,district,44173.14,452.38,0
3059,IT,suburban,6,<35,1,house,<20yr,C,electric,23853.31,434.36,0
3060,IT,rural,7,>65,4,apartment,<20yr,C,district,26965.18,629.81,0
3061,ES,suburban,6,<35,3,other,20-50yr,C,electric,24697.1,545.19,0
3062,ES,urban,6,>65,3,house,20-50yr,F,gas,25318.11,1218.78,0
3063,IT,suburban,8,35-65,2,apartment,20-50yr,E,wood,39938.07,636.96,0
3064,LV,suburban,1,>65,2,other,20-50yr,E,gas,7538.21,3384.03,1
3065,ES,rural,3,35-65,2,house,20-50yr,D,gas,12906.78,1206.75,0
3066,ES,urban,1,>65,2,apartment,20-50yr,D,gas,11555.74,2017.65,1
3067,ES,urban,8,35-65,3,house,<20yr,G,electric,29650.59,1248.46,0
3068,IT,urban,8,35-65,1,house,20-50yr,G,oil,41210.26,1015.75,0
3069,PT,urban,1,35-65,4,house,20-50yr,F,wood,10003.14,3886.67,1
3070,ES,rural,2,<35,5,other,20-50yr,C,wood,10589.07,1042.6,0
3071,IT,urban,3,35-65,6,apartment,>50yr,G,wood,14955.0,2259.62,1
3072,LV,suburban,3,>65,2,apartment,20-50yr,F,oil,10886.61,3218.41,1
3073,PT,urban,6,35-65,4,apartment,<20yr,B,district,25093.46,657.92,0
3074,PT,urban,5,35-65,3,house,>50yr,D,gas,24989.3,1098.92,0
3075,LV,rural,4,35-65,1,apartment,20-50yr,D,oil,17819.17,1036.67,0
3076,LV,suburban,2,35-65,1,apartment,<20yr,F,gas,11063.25,2708.22,1
3077,IT,urban,7,>65,4,apartment,>50yr,E,gas,38913.23,1072.2,0
3078,ES,urban,8,<35,7,house,20-50yr,C,gas,40706.25,730.59,0
3079,ES,rural,7,35-65,2,apartment,>50yr,C,gas,33362.58,533.31,0
3080,IT,rural,9,35-65,2,apartment,>50yr,D,district,38077.15,511.46,0
3081,IT,urban,10,<35,1,apartment,20-50yr,E,electric,38114.77,446.77,0
3082,IT,suburban,9,<35,2,apartment,<20yr,E,district,45474.8,467.2,0
3083,PT,urban,7,35-65,1,apartment,20-50yr,C,electric,30024.93,625.17,0
3084,PT,suburban,1,<35,4,apartment,<20yr,E,oil,8969.43,2683.8,1
3085,PT,urban,4,>65,1,house,20-50yr,G,gas,17830.36,2078.83,1
3086,IT,rural,5,35-65,2,apartment,>50yr,C,district,21140.26,541.88,0
3087,IT,rural,8,<35,4,apartment,<20yr,E,gas,36165.99,717.67,0
3088,ES,urban,9,35-65,2,house,>50yr,D,oil,36406.41,499.3,0
3089,ES,suburban,7,<35,1,apartment,20-50yr,C,district,22747.21,405.21,0
3090,LV,urban,4,35-65,4,apartment,<20yr,G,wood,15323.03,1775.41,1
3091,LV,urban,8,35-65,1,apartment,>50yr,G,wood,30512.12,726.51,0
3092,LV,urban,7,<35,3,apartment,20-50yr,D,gas,29794.61,979.38,0
3093,LV,urban,8,35-65,4,apartment,20-50yr,D,electric,28178.67,1227.29,0
3094,LV,rural,6,35-65,3,other,20-50yr,B,gas,23277.6,531.96,0
3095,ES,urban,7,35-65,3,apartment,<20yr,E,gas,40069.52,932.91,0
3096,IT,rural,4,<35,1,house,<20yr,A,gas,17305.33,223.35,0
3097,IT,urban,4,<35,5,other,20-50yr,D,wood,17626.65,582.47,0
3098,ES,suburban,3,35-65,3,apartment,>50yr,C,district,14032.59,1213.97,0
3099,IT,suburban,3,35-65,5,house,20-50yr,E,oil,14452.23,1862.0,1
3100,IT,rural,7,35-65,3,apartment,>50yr,G,wood,27722.12,843.91,0
3101,LV,urban,4,35-65,1,house,>50yr,B,electric,17071.82,596.21,0
3102,IT,urban,2,<35,2,other,<20yr,F,gas,10141.12,1625.18,1
3103,LV,suburban,1,35-65,1,apartment,>50yr,F,oil,6394.91,2813.4,1
3104,PT,suburban,9,<35,3,other,>50yr,C,gas,51272.17,586.4,0
3105,ES,suburban,5,35-65,4,apartment,20-50yr,G,electric,18397.19,1543.0,0
3106,PT,urban,6,35-65,1,house,20-50yr,E,district,31784.09,809.8,0
3107,IT,urban,10,<35,2,apartment,>50yr,E,gas,49039.08,531.44,0
3108,ES,rural,2,35-65,2,apartment,>50yr,E,gas,8972.02,1687.84,1
3109,IT,suburban,10,<35,2,apartment,>50yr,C,gas,73531.78,344.7,0
3110,LV,suburban,8,35-65,6,other,20-50yr,A,oil,28834.48,554.03,0
3111,IT,urban,7,<35,2,house,>50yr,D,gas,21359.66,504.3,0
3112,IT,urban,5,35-65,1,house,20-50yr,F,electric,16904.25,936.12,0
3113,PT,rural,8,35-65,5,apartment,>50yr,G,gas,35263.13,1536.92,0
3114,PT,suburban,3,<35,5,apartment,20-50yr,D,wood,11454.6,1574.82,1
3115,ES,urban,4,35-65,3,apartment,>50yr,C,wood,16083.75,462.14,0
3116,ES,rural,10,35-65,1,apartment,>50yr,B,gas,40541.17,264.38,0
3117,IT,suburban,3,>65,5,apartment,20-50yr,G,wood,16480.5,2672.43,1
3118,PT,urban,8,<35,2,other,>50yr,C,gas,38340.23,520.88,0
3119,IT,urban,10,<35,2,house,20-50yr,G,gas,45488.29,758.06,0
3120,IT,suburban,6,35-65,4,apartment,20-50yr,C,electric,17664.33,692.17,0
3121,IT,urban,3,>65,1,apartment,<20yr,A,gas,12225.11,484.7,0
3122,IT,suburban,9,35-65,1,house,20-50yr,C,district,47404.96,345.67,0
3123,IT,suburban,9,35-65,3,house,20-50yr,D,wood,50537.11,427.11,0
3124,ES,urban,6,35-65,2,house,20-50yr,D,wood,24131.92,510.13,0
3125,IT,rural,2,<35,7,apartment,20-50yr,G,gas,10202.96,3210.24,1
3126,IT,urban,5,35-65,4,apartment,<20yr,E,oil,19254.33,940.3,0
3127,ES,urban,5,35-65,1,apartment,20-50yr,B,electric,21980.93,427.57,0
3128,IT,suburban,2,35-65,4,other,>50yr,E,gas,12555.05,2056.95,1
3129,PT,suburban,5,35-65,4,house,<20yr,D,wood,20553.9,771.82,0
3130,LV,urban,2,35-65,1,other,20-50yr,E,wood,10400.09,1517.04,1
3131,ES,suburban,7,35-65,2,apartment,<20yr,F,district,33727.34,856.19,0
3132,LV,rural,5,35-65,1,apartment,>50yr,G,district,26276.58,1276.23,0
3133,IT,rural,8,<35,3,apartment,20-50yr,E,gas,34485.06,646.57,0
3134,IT,rural,5,>65,1,other,>50yr,D,wood,21269.22,654.67,0
3135,PT,urban,8,35-65,4,apartment,>50yr,D,district,32162.53,779.04,0
3136,PT,urban,8,>65,4,house,>50yr,D,oil,36436.26,1066.41,0
3137,PT,suburban,2,35-65,1,apartment,20-50yr,D,gas,9572.69,1584.72,1
3138,IT,urban,5,<35,2,apartment,20-50yr,A,electric,25992.34,267.88,0
3139,PT,suburban,8,35-65,4,apartment,<20yr,C,gas,41117.72,733.48,0
3140,ES,urban,6,35-65,3,apartment,20-50yr,G,gas,32441.21,1155.7,0
3141,IT,urban,3,<35,3,house,20-50yr,G,district,12872.03,1879.04,1
3142,IT,urban,9,35-65,4,other,20-50yr,A,district,58659.81,241.53,0
3143,LV,urban,2,35-65,1,house,<20yr,G,district,11411.02,2839.34,1
3144,IT,urban,10,<35,5,apartment,20-50yr,F,gas,53907.21,675.67,0
3145,PT,suburban,8,>65,1,house,20-50yr,A,electric,43477.06,334.21,0
3146,ES,suburban,4,<35,7,apartment,20-50yr,G,electric,15016.1,1898.73,1
3147,PT,urban,2,35-65,3,house,20-50yr,G,electric,11055.42,3525.55,1
3148,PT,urban,10,35-65,2,house,20-50yr,E,electric,53724.82,864.09,0
3149,LV,rural,6,35-65,1,apartment,20-50yr,F,district,26615.93,1002.31,0
3150,IT,urban,9,<35,1,apartment,20-50yr,D,wood,40231.4,364.3,0
3151,IT,suburban,9,35-65,2,apartment,>50yr,E,wood,39657.84,560.38,0
3152,ES,suburban,1,35-65,2,apartment,>50yr,F,gas,7555.93,2354.66,1
3153,ES,suburban,7,>65,6,other,20-50yr,E,electric,28720.9,1597.68,0
3154,IT,rural,4,35-65,1,house,20-50yr,D,electric,17707.69,691.39,0
3155,IT,suburban,10,<35,5,apartment,20-50yr,E,oil,66721.93,615.73,0
3156,IT,rural,3,35-65,3,apartment,>50yr,F,wood,10130.83,1378.14,1
3157,IT,rural,1,<35,4,house,<20yr,F,gas,8974.64,2517.94,1
3158,IT,urban,7,35-65,3,apartment,20-50yr,B,gas,27948.56,397.12,0
3159,LV,urban,6,35-65,3,apartment,20-50yr,D,wood,24338.05,879.84,0
3160,IT,urban,6,35-65,1,house,>50yr,A,electric,21239.62,245.82,0
3161,LV,urban,3,>65,3,apartment,<20yr,E,electric,14097.26,3523.63,1
3162,LV,suburban,5,35-65,4,apartment,>50yr,C,wood,19802.65,761.44,0
3163,IT,urban,10,>65,1,apartment,20-50yr,G,oil,53175.17,1004.03,0
3164,PT,urban,8,35-65,3,apartment,>50yr,E,oil,39290.7,930.07,0
3165,ES,urban,10,<35,4,other,>50yr,D,gas,60499.65,528.47,0
3166,PT,suburban,4,35-65,3,house,20-50yr,F,electric,21654.15,2032.13,0
3167,IT,suburban,9,35-65,5,other,20-50yr,C,electric,39344.57,576.62,0
3168,IT,rural,4,>65,3,other,>50yr,B,electric,19386.05,665.76,0
3169,IT,urban,10,<35,1,apartment,>50yr,B,electric,60482.77,281.56,0
3170,ES,urban,9,35-65,1,apartment,20-50yr,E,gas,43569.85,527.55,0
3171,LV,rural,2,>65,5,house,<20yr,G,gas,14164.1,5685.31,1
3172,PT,suburban,10,<35,2,apartment,>50yr,C,electric,49978.43,436.34,0
3173,PT,suburban,7,35-65,4,other,<20yr,F,electric,30686.95,1560.8,0
3174,LV,suburban,8,35-65,1,apartment,>50yr,A,gas,37684.95,381.27,0
3175,PT,urban,6,<35,2,apartment,20-50yr,D,wood,20888.42,470.23,0
3176,IT,rural,3,<35,1,house,20-50yr,E,gas,16925.12,1049.58,0
3177,LV,suburban,10,>65,2,other,>50yr,F,electric,54127.54,1407.98,0
3178,ES,suburban,2,<35,1,house,20-50yr,G,oil,11745.68,1518.19,1
3179,IT,suburban,9,35-65,1,house,20-50yr,E,oil,54497.8,475.44,0
3180,ES,urban,3,35-65,1,apartment,20-50yr,D,gas,14458.89,1221.53,0
3181,LV,urban,8,35-65,2,house,20-50yr,B,gas,36218.59,535.36,0
3182,IT,suburban,5,35-65,3,house,<20yr,C,gas,21210.24,511.17,0
3183,ES,suburban,3,<35,3,apartment,20-50yr,G,gas,12041.01,1693.31,1
3184,IT,urban,3,>65,2,house,20-50yr,E,gas,13223.18,1656.17,1
3185,IT,urban,4,<35,6,apartment,20-50yr,D,electric,17106.96,841.39,0
3186,IT,rural,10,35-65,2,apartment,20-50yr,C,electric,55816.12,453.02,0
3187,PT,urban,8,>65,2,other,>50yr,B,gas,44270.35,598.27,0
3188,LV,urban,7,35-65,3,apartment,>50yr,F,oil,34486.48,1407.04,0
3189,IT,suburban,7,35-65,1,house,20-50yr,D,gas,27468.86,674.15,0
3190,IT,rural,5,>65,1,apartment,>50yr,G,district,20926.18,1008.58,0
3191,IT,suburban,10,<35,3,other,20-50yr,D,electric,67860.19,505.65,0
3192,IT,rural,3,<35,2,apartment,20-50yr,F,electric,10809.88,1448.43,1
3193,ES,urban,10,35-65,1,apartment,20-50yr,B,gas,53154.9,312.91,0
3194,PT,rural,4,35-65,3,house,>50yr,C,electric,14386.32,1023.93,0
3195,ES,rural,4,>65,4,house,20-50yr,C,electric,25247.28,923.94,0
3196,ES,suburban,5,35-65,1,apartment,20-50yr,C,district,23579.24,540.6,0
3197,ES,suburban,8,>65,3,apartment,>50yr,G,gas,33417.56,1249.26,0
3198,IT,urban,8,<35,1,apartment,>50yr,F,electric,35807.31,739.08,0
3199,IT,urban,8,35-65,2,other,>50yr,D,wood,31825.07,505.09,0
3200,LV,urban,1,<35,1,house,>50yr,E,electric,10784.88,2496.7,1
3201,PT,urban,2,>65,1,other,20-50yr,E,electric,7798.34,2620.88,1
3202,LV,rural,9,>65,4,other,<20yr,E,district,45164.77,1311.78,0
3203,LV,urban,10,35-65,3,apartment,>50yr,B,gas,54415.93,535.46,0
3204,ES,suburban,2,>65,2,house,20-50yr,D,gas,9427.03,1926.33,1
3205,LV,urban,10,35-65,1,house,<20yr,B,district,52965.46,394.43,0
3206,ES,urban,3,<35,7,house,>50yr,G,gas,10978.61,2796.31,1
3207,IT,urban,10,35-65,2,house,<20yr,D,wood,69602.92,422.46,0
3208,IT,urban,10,>65,2,apartment,<20yr,F,gas,55211.77,1028.6,0
3209,IT,suburban,7,35-65,4,other,20-50yr,G,gas,34413.73,1141.17,0
3210,IT,rural,2,<35,1,house,>50yr,D,gas,10228.79,1050.97,1
3211,ES,urban,8,>65,1,house,>50yr,B,wood,44044.79,310.49,0
3212,PT,rural,2,35-65,5,apartment,<20yr,D,gas,11057.52,3144.01,1
3213,PT,suburban,4,35-65,4,apartment,20-50yr,E,gas,20555.73,1538.83,0
3214,ES,suburban,7,35-65,2,house,>50yr,D,gas,32665.25,723.83,0
3215,IT,urban,1,35-65,1,house,20-50yr,B,gas,7959.74,894.4,1
3216,PT,urban,4,35-65,5,apartment,20-50yr,B,gas,20331.13,773.22,0
3217,ES,rural,8,<35,1,apartment,20-50yr,E,district,67446.03,656.11,0
3218,IT,suburban,1,>65,2,house,20-50yr,F,oil,6751.5,3010.93,1
3219,IT,urban,4,35-65,3,other,<20yr,B,gas,17185.55,470.66,0
3220,IT,rural,1,35-65,3,apartment,>50yr,F,gas,6588.93,2427.85,1
3221,IT,urban,7,>65,3,apartment,20-50yr,D,gas,31925.48,879.94,0
3222,PT,suburban,1,<35,4,apartment,>50yr,B,gas,8275.57,1262.76,1
3223,PT,urban,3,>65,3,apartment,20-50yr,D,gas,18736.15,2086.2,1
3224,PT,rural,6,35-65,5,apartment,20-50yr,F,district,24055.95,1262.46,0
3225,IT,urban,3,>65,2,apartment,>50yr,E,gas,16148.63,1376.92,0
3226,PT,urban,3,<35,2,house,<20yr,D,electric,10248.25,1771.96,1
3227,PT,suburban,9,35-65,4,apartment,20-50yr,C,oil,43990.2,643.73,0
3228,IT,urban,8,35-65,1,apartment,20-50yr,D,gas,31596.54,502.88,0
3229,ES,rural,1,>65,5,other,>50yr,D,wood,8743.26,2272.84,1
3230,ES,suburban,9,>65,2,apartment,>50yr,D,oil,51105.83,734.73,0
3231,ES,urban,5,35-65,4,house,20-50yr,D,gas,19192.72,965.56,0
3232,IT,urban,2,35-65,2,apartment,>50yr,D,wood,11929.1,1228.19,1
3233,ES,rural,10,<35,1,house,20-50yr,B,gas,52132.88,258.64,0
3234,IT,suburban,4,35-65,4,house,<20yr,C,gas,17624.63,693.95,0
3235,IT,rural,4,>65,1,apartment,20-50yr,B,oil,18613.76,523.94,0
3236,IT,urban,2,35-65,3,house,>50yr,E,oil,9462.13,1723.41,1
3237,LV,rural,9,35-65,1,house,20-50yr,D,gas,37015.57,808.22,0
3238,IT,suburban,3,>65,2,apartment,20-50yr,E,gas,15945.02,1499.91,0
3239,ES,suburban,6,<35,6,house,>50yr,B,wood,22584.66,464.87,0
3240,IT,urban,3,35-65,2,apartment,<20yr,D,oil,16962.59,1013.57,0
3241,LV,urban,9,35-65,4,apartment,<20yr,C,electric,32948.25,763.03,0
3242,ES,rural,8,35-65,5,other,<20yr,B,electric,41422.36,475.73,0
3243,LV,rural,6,35-65,1,apartment,<20yr,F,electric,25030.93,1374.8,0
3244,IT,urban,4,35-65,4,apartment,20-50yr,B,oil,17256.09,638.31,0
3245,IT,rural,7,<35,1,apartment,20-50yr,C,gas,30670.55,367.27,0
3246,ES,urban,5,<35,1,other,>50yr,D,gas,16905.5,546.16,0
3247,IT,urban,10,35-65,3,apartment,>50yr,C,electric,65081.75,538.81,0
3248,PT,urban,7,35-65,4,apartment,>50yr,G,oil,28124.85,1449.01,0
3249,LV,urban,1,35-65,1,house,<20yr,G,oil,7058.99,3202.1,1
3250,ES,urban,9,35-65,1,house,20-50yr,D,electric,59494.4,544.97,0
3251,LV,urban,2,<35,2,apartment,<20yr,C,electric,10439.15,1891.96,1
3252,ES,urban,4,35-65,1,other,20-50yr,D,gas,15373.65,689.19,0
3253,IT,suburban,5,35-65,2,apartment,20-50yr,D,wood,23723.34,597.11,0
3254,ES,rural,3,35-65,5,house,20-50yr,D,district,14564.38,1375.88,0
3255,IT,suburban,10,35-65,1,house,20-50yr,A,wood,63996.06,129.53,0
3256,PT,urban,10,35-65,3,apartment,>50yr,B,wood,55692.5,387.79,0
3257,IT,suburban,2,35-65,1,house,<20yr,B,district,12694.46,681.87,0
3258,IT,urban,4,<35,3,house,>50yr,D,gas,23809.14,763.2,0
3259,ES,suburban,4,35-65,7,apartment,<20yr,E,electric,15619.53,1445.96,0
3260,IT,suburban,7,35-65,1,apartment,>50yr,G,electric,28004.51,960.49,0
3261,IT,urban,6,35-65,1,apartment,20-50yr,C,electric,19657.97,451.18,0
3262,PT,urban,7,>65,3,house,<20yr,F,wood,31759.61,1223.2,0
3263,IT,rural,1,35-65,1,apartment,20-50yr,C,gas,8151.57,987.0,1
3264,ES,rural,6,35-65,1,other,20-50yr,A,gas,30213.51,239.34,0
3265,IT,suburban,3,35-65,1,apartment,>50yr,E,gas,13940.04,1418.0,1
3266,IT,rural,3,35-65,3,other,20-50yr,C,gas,13824.27,951.54,0
3267,IT,rural,8,<35,5,house,>50yr,G,electric,37072.63,1066.28,0
3268,PT,urban,2,>65,1,apartment,20-50yr,G,gas,10620.33,3228.83,1
3269,LV,suburban,1,35-65,3,apartment,>50yr,B,gas,8454.06,1574.54,1
3270,IT,urban,5,35-65,6,house,20-50yr,C,electric,21725.58,950.78,0
3271,LV,suburban,8,>65,1,apartment,20-50yr,C,electric,39031.18,751.16,0
3272,ES,urban,6,<35,3,apartment,>50yr,G,electric,24159.92,896.19,0
3273,ES,rural,2,35-65,1,house,20-50yr,B,gas,11946.12,784.73,0
3274,PT,suburban,8,<35,3,other,<20yr,F,district,39491.51,1095.79,0
3275,PT,urban,4,35-65,4,house,20-50yr,C,gas,16663.96,932.15,0
3276,PT,urban,8,>65,1,house,20-50yr,E,oil,35561.67,1024.75,0
3277,ES,urban,3,<35,1,house,>50yr,C,wood,13635.41,590.64,0
3278,ES,suburban,10,>65,1,house,20-50yr,F,wood,45754.08,722.2,0
3279,IT,rural,3,35-65,2,apartment,>50yr,E,electric,13016.1,1494.98,1
3280,IT,urban,10,35-65,3,house,>50yr,A,gas,61647.21,225.13,0
3281,PT,suburban,4,<35,1,house,>50yr,C,wood,19868.32,553.68,0
3282,IT,suburban,8,35-65,1,house,<20yr,D,electric,37875.4,639.36,0
3283,IT,urban,6,35-65,4,other,<20yr,E,wood,21475.03,718.37,0
3284,IT,suburban,1,<35,2,apartment,>50yr,F,gas,9265.09,1785.62,1
